SKU,Product Name,Category,Dosage Form,Strength,Package Size,Batch Number,Manufacturing Date,Expiration Date,Unit Cost,Selling Price,Stock In,Stock Out,Stock Balance,Distributor ID,Distributor Name,Country,Distributor Type,Order Date,Quantity Ordered,Total Order Cost,Order Status,Payment Status,Shipping Date,Delivery Date,Transaction Date,Season,Holiday,Promotion,Lag_1,Lag_2,Lag_3,Moving Average,Demand Forecast
SKU_54,Medicine_SKU_54,Antiviral,Tablet,297mg,226ml,BN1111,2023-02-10,2024-05-22,6.76,12.19,0,34,-140,DIST_32,Distributor_DIST_32,India,Retail,2024-03-26,39,475.40999999999997,Pending,Paid,2024-03-27,2024-03-30,2024-03-31,Summer,0,0,70,63,82,71.66666666666667,215
SKU_55,Medicine_SKU_55,Antibiotic,Capsule,297mg,421ml,BN5151,2023-06-23,2025-02-06,35.0,46.38,0,28,-81,DIST_8,Distributor_DIST_8,UK,Retail,2024-03-21,106,4916.280000000001,Pending,Paid,2024-03-24,2024-03-27,2024-03-31,Summer,0,0,48,44,63,51.666666666666664,155
SKU_56,Medicine_SKU_56,Antibiotic,Capsule,184mg,316ml,BN5798,2023-04-19,2025-04-11,11.35,21.32,0,83,127,DIST_45,Distributor_DIST_45,France,Retail,2024-03-24,114,2430.48,Pending,Paid,2024-03-26,2024-04-02,2024-03-31,Summer,0,0,28,50,65,47.666666666666664,143
SKU_57,Medicine_SKU_57,Antiviral,Capsule,210mg,474ml,BN2949,2023-03-11,2024-08-14,13.19,20.87,0,89,25,DIST_19,Distributor_DIST_19,Germany,Wholesale,2024-03-30,129,2692.23,Pending,Paid,2024-04-02,2024-04-11,2024-03-31,Summer,0,0,19,92,68,59.666666666666664,179
SKU_58,Medicine_SKU_58,Antiviral,Capsule,317mg,371ml,BN9042,2023-01-24,2024-12-27,11.31,13.67,0,56,184,DIST_34,Distributor_DIST_34,USA,Retail,2024-03-18,89,1216.6299999999999,Canceled,Paid,2024-03-21,2024-03-27,2024-03-31,Summer,0,0,15,33,34,27.333333333333332,82
SKU_59,Medicine_SKU_59,Antifungal,Tablet,171mg,153ml,BN4905,2023-02-18,2024-04-08,20.59,35.86,0,48,39,DIST_50,Distributor_DIST_50,USA,Hospital,2024-03-12,164,5881.04,Shipped,Paid,2024-03-13,2024-03-19,2024-03-31,Summer,0,0,55,44,39,46.0,138
SKU_60,Medicine_SKU_60,Antibiotic,Injection,70mg,303ml,BN9824,2022-12-11,2024-09-04,15.18,22.5,0,7,121,DIST_12,Distributor_DIST_12,Japan,Retail,2024-03-14,159,3577.5,Canceled,Unpaid,2024-03-18,2024-03-22,2024-03-31,Summer,0,0,23,47,36,35.333333333333336,106
SKU_61,Medicine_SKU_61,Antiviral,Capsule,379mg,479ml,BN8669,2023-01-03,2025-10-21,14.31,17.33,0,46,89,DIST_47,Distributor_DIST_47,UK,Wholesale,2024-03-20,29,502.56999999999994,Canceled,Partially Paid,2024-03-25,2024-03-29,2024-03-31,Summer,0,1,37,59,96,64.0,192
SKU_62,Medicine_SKU_62,Antibiotic,Syrup,203mg,198ml,BN3057,2023-05-28,2024-07-28,17.04,29.42,0,15,-4,DIST_19,Distributor_DIST_19,UK,Hospital,2024-03-18,27,794.34,Pending,Partially Paid,2024-03-23,2024-03-25,2024-03-31,Summer,1,0,96,13,39,49.333333333333336,148
SKU_63,Medicine_SKU_63,Antibiotic,Injection,117mg,194ml,BN7681,2023-03-18,2025-08-10,25.82,50.49,0,93,19,DIST_35,Distributor_DIST_35,UK,Wholesale,2024-03-14,38,1918.6200000000001,Delivered,Unpaid,2024-03-17,2024-03-24,2024-03-31,Summer,0,1,59,57,5,40.333333333333336,121
SKU_64,Medicine_SKU_64,Antibiotic,Capsule,401mg,373ml,BN5587,2023-05-02,2026-03-15,33.68,50.02,0,78,-122,DIST_26,Distributor_DIST_26,UK,Retail,2024-03-26,103,5152.06,Pending,Unpaid,2024-03-29,2024-04-05,2024-03-31,Summer,1,0,27,98,55,60.0,180
SKU_65,Medicine_SKU_65,Painkiller,Capsule,95mg,194ml,BN3861,2023-06-14,2024-09-24,49.32,92.64,0,91,-66,DIST_40,Distributor_DIST_40,France,Retail,2024-03-28,28,2593.92,Shipped,Paid,2024-04-02,2024-04-06,2024-03-31,Summer,0,0,13,70,19,34.0,102
SKU_66,Medicine_SKU_66,Antibiotic,Tablet,278mg,113ml,BN3500,2022-12-01,2025-07-24,8.46,13.24,0,66,-121,DIST_12,Distributor_DIST_12,USA,Wholesale,2024-03-14,46,609.04,Canceled,Paid,2024-03-19,2024-03-29,2024-03-31,Summer,0,0,51,43,22,38.666666666666664,116
SKU_67,Medicine_SKU_67,Antibiotic,Syrup,156mg,169ml,BN7562,2022-12-16,2024-04-02,12.29,22.24,0,85,-23,DIST_25,Distributor_DIST_25,Japan,Hospital,2024-03-18,140,3113.6,Shipped,Partially Paid,2024-03-22,2024-03-25,2024-03-31,Summer,1,0,73,96,87,85.33333333333333,256
SKU_68,Medicine_SKU_68,Antiviral,Capsule,237mg,337ml,BN3893,2023-04-04,2024-07-14,47.75,84.44,0,70,-158,DIST_38,Distributor_DIST_38,USA,Wholesale,2024-03-25,51,4306.44,Shipped,Unpaid,2024-03-27,2024-03-30,2024-03-31,Summer,0,0,52,84,36,57.333333333333336,172
SKU_69,Medicine_SKU_69,Antibiotic,Syrup,427mg,299ml,BN6156,2023-05-04,2025-08-30,20.87,35.16,0,73,-84,DIST_19,Distributor_DIST_19,Germany,Wholesale,2024-03-11,52,1828.3199999999997,Delivered,Unpaid,2024-03-16,2024-03-21,2024-03-31,Summer,0,0,5,39,56,33.333333333333336,100
SKU_70,Medicine_SKU_70,Painkiller,Tablet,457mg,470ml,BN6995,2023-03-28,2025-12-05,39.16,70.86,0,11,44,DIST_4,Distributor_DIST_4,France,Retail,2024-03-13,74,5243.64,Delivered,Paid,2024-03-18,2024-03-28,2024-03-31,Summer,0,1,80,87,61,76.0,228
SKU_71,Medicine_SKU_71,Antifungal,Injection,305mg,492ml,BN6916,2023-08-04,2026-04-10,13.74,16.73,0,55,-41,DIST_49,Distributor_DIST_49,UK,Wholesale,2024-03-27,36,602.28,Shipped,Paid,2024-03-30,2024-04-03,2024-03-31,Summer,0,0,23,23,10,18.666666666666668,56
SKU_72,Medicine_SKU_72,Antiviral,Injection,154mg,324ml,BN9204,2023-09-03,2024-10-08,19.08,28.06,0,64,80,DIST_5,Distributor_DIST_5,USA,Wholesale,2024-03-25,116,3254.96,Canceled,Partially Paid,2024-03-30,2024-04-07,2024-03-31,Summer,0,0,82,65,57,68.0,204
SKU_73,Medicine_SKU_73,Antibiotic,Tablet,430mg,180ml,BN8776,2023-02-13,2024-09-17,41.46,70.56,0,75,-21,DIST_45,Distributor_DIST_45,USA,Wholesale,2024-03-17,169,11924.640000000001,Canceled,Paid,2024-03-18,2024-03-26,2024-03-31,Summer,0,0,70,8,28,35.333333333333336,106
SKU_74,Medicine_SKU_74,Antibiotic,Capsule,295mg,287ml,BN9221,2023-09-11,2026-05-10,11.24,20.05,0,28,85,DIST_33,Distributor_DIST_33,USA,Pharmacy,2024-03-24,139,2786.9500000000003,Shipped,Unpaid,2024-03-29,2024-04-04,2024-03-31,Summer,1,0,39,58,79,58.666666666666664,176
SKU_75,Medicine_SKU_75,Antiviral,Syrup,163mg,146ml,BN8041,2023-02-04,2025-09-09,22.85,36.28,0,96,-175,DIST_43,Distributor_DIST_43,Germany,Wholesale,2024-03-14,59,2140.52,Shipped,Unpaid,2024-03-19,2024-03-21,2024-03-31,Summer,0,0,93,34,33,53.333333333333336,160
SKU_76,Medicine_SKU_76,Antiviral,Tablet,356mg,204ml,BN9699,2023-07-01,2024-10-25,18.43,35.34,0,64,-45,DIST_28,Distributor_DIST_28,Germany,Wholesale,2024-03-29,43,1519.6200000000001,Pending,Paid,2024-04-03,2024-04-09,2024-03-31,Summer,0,0,66,56,45,55.666666666666664,167
SKU_77,Medicine_SKU_77,Antifungal,Tablet,84mg,375ml,BN7172,2023-01-20,2024-04-03,39.32,62.13,0,57,200,DIST_47,Distributor_DIST_47,Japan,Retail,2024-03-12,58,3603.54,Shipped,Paid,2024-03-13,2024-03-22,2024-03-31,Summer,0,0,6,22,71,33.0,99
SKU_78,Medicine_SKU_78,Antifungal,Tablet,323mg,134ml,BN7724,2023-03-10,2024-09-01,46.2,55.66,0,89,-66,DIST_15,Distributor_DIST_15,UK,Retail,2024-03-15,179,9963.14,Pending,Partially Paid,2024-03-18,2024-03-24,2024-03-31,Summer,0,1,75,46,82,67.66666666666667,203
SKU_79,Medicine_SKU_79,Antifungal,Capsule,131mg,167ml,BN7527,2023-07-18,2025-01-22,21.66,35.56,0,36,35,DIST_3,Distributor_DIST_3,India,Retail,2024-03-21,37,1315.72,Delivered,Paid,2024-03-22,2024-03-30,2024-03-31,Summer,0,0,49,9,28,28.666666666666668,86
SKU_80,Medicine_SKU_80,Antibiotic,Syrup,274mg,429ml,BN2556,2023-08-15,2026-02-04,33.57,58.02,0,59,-12,DIST_30,Distributor_DIST_30,UK,Wholesale,2024-03-12,187,10849.74,Shipped,Unpaid,2024-03-17,2024-03-24,2024-03-31,Summer,0,0,19,69,5,31.0,93
SKU_81,Medicine_SKU_81,Antiviral,Tablet,179mg,316ml,BN6529,2023-07-24,2025-06-27,21.16,38.82,0,83,37,DIST_41,Distributor_DIST_41,Germany,Wholesale,2024-03-12,72,2795.04,Shipped,Paid,2024-03-16,2024-03-22,2024-03-31,Summer,0,0,14,67,79,53.333333333333336,160
SKU_82,Medicine_SKU_82,Antifungal,Syrup,350mg,310ml,BN7510,2023-01-04,2024-04-21,37.43,67.5,0,77,-146,DIST_19,Distributor_DIST_19,Germany,Retail,2024-03-30,96,6480.0,Shipped,Unpaid,2024-04-02,2024-04-05,2024-03-31,Summer,0,0,44,76,36,52.0,156
SKU_83,Medicine_SKU_83,Painkiller,Tablet,328mg,414ml,BN9680,2023-08-24,2025-09-26,40.81,64.84,0,36,25,DIST_49,Distributor_DIST_49,Germany,Hospital,2024-03-24,82,5316.88,Pending,Unpaid,2024-03-26,2024-04-04,2024-03-31,Summer,0,0,76,52,73,67.0,201
SKU_84,Medicine_SKU_84,Painkiller,Tablet,122mg,402ml,BN2796,2023-02-15,2025-08-28,43.5,72.09,0,82,-167,DIST_27,Distributor_DIST_27,UK,Wholesale,2024-03-15,156,11246.04,Pending,Unpaid,2024-03-16,2024-03-23,2024-03-31,Summer,0,0,43,81,54,59.333333333333336,178
SKU_85,Medicine_SKU_85,Antiviral,Tablet,157mg,374ml,BN5008,2023-01-17,2025-02-20,21.02,36.93,0,86,-62,DIST_38,Distributor_DIST_38,Japan,Retail,2024-03-19,199,7349.07,Shipped,Partially Paid,2024-03-21,2024-03-24,2024-03-31,Summer,0,0,91,44,77,70.66666666666667,212
SKU_86,Medicine_SKU_86,Antiviral,Tablet,182mg,252ml,BN2307,2023-08-19,2025-12-24,6.77,12.77,0,62,25,DIST_37,Distributor_DIST_37,USA,Wholesale,2024-03-12,112,1430.24,Shipped,Partially Paid,2024-03-14,2024-03-21,2024-03-31,Summer,0,0,7,11,13,10.333333333333334,31
SKU_87,Medicine_SKU_87,Antibiotic,Tablet,486mg,196ml,BN6899,2023-04-26,2026-02-08,46.6,75.2,0,65,124,DIST_19,Distributor_DIST_19,India,Hospital,2024-03-14,135,10152.0,Shipped,Unpaid,2024-03-16,2024-03-24,2024-03-31,Summer,0,1,47,19,6,24.0,72
SKU_88,Medicine_SKU_88,Antifungal,Syrup,279mg,274ml,BN2595,2023-07-01,2025-03-13,40.26,62.22,0,22,-135,DIST_25,Distributor_DIST_25,USA,Hospital,2024-03-23,183,11386.26,Pending,Unpaid,2024-03-27,2024-04-01,2024-03-31,Summer,0,0,69,74,78,73.66666666666667,221
SKU_89,Medicine_SKU_89,Painkiller,Syrup,102mg,161ml,BN2093,2023-02-07,2025-04-17,30.29,59.45,0,12,55,DIST_16,Distributor_DIST_16,UK,Pharmacy,2024-03-30,32,1902.4,Shipped,Unpaid,2024-04-03,2024-04-12,2024-03-31,Summer,0,0,46,7,45,32.666666666666664,98
SKU_90,Medicine_SKU_90,Painkiller,Tablet,147mg,397ml,BN4059,2023-06-28,2024-07-31,46.76,92.43,0,23,-46,DIST_47,Distributor_DIST_47,Japan,Retail,2024-03-13,38,3512.34,Delivered,Partially Paid,2024-03-18,2024-03-25,2024-03-31,Summer,0,0,97,28,73,66.0,198
SKU_91,Medicine_SKU_91,Antifungal,Tablet,431mg,154ml,BN7390,2023-07-03,2025-10-17,29.47,50.72,0,25,-24,DIST_33,Distributor_DIST_33,India,Pharmacy,2024-03-30,172,8723.84,Canceled,Partially Paid,2024-04-04,2024-04-14,2024-03-31,Summer,0,0,26,33,76,45.0,135
SKU_92,Medicine_SKU_92,Painkiller,Capsule,86mg,371ml,BN7752,2023-03-04,2026-01-07,37.75,50.08,0,68,-84,DIST_1,Distributor_DIST_1,UK,Pharmacy,2024-03-27,136,6810.88,Pending,Paid,2024-03-31,2024-04-03,2024-03-31,Summer,0,0,83,32,63,59.333333333333336,178
SKU_93,Medicine_SKU_93,Antiviral,Capsule,169mg,368ml,BN2786,2023-04-10,2025-03-11,18.71,34.28,0,40,-74,DIST_1,Distributor_DIST_1,USA,Retail,2024-03-15,53,1816.8400000000001,Shipped,Unpaid,2024-03-19,2024-03-21,2024-03-31,Summer,0,1,26,32,22,26.666666666666668,80
SKU_94,Medicine_SKU_94,Antiviral,Syrup,365mg,498ml,BN4735,2023-08-27,2024-12-08,47.23,94.31,0,36,-126,DIST_13,Distributor_DIST_13,India,Hospital,2024-03-18,189,17824.59,Delivered,Partially Paid,2024-03-21,2024-03-29,2024-03-31,Summer,0,0,93,72,50,71.66666666666667,215
SKU_95,Medicine_SKU_95,Painkiller,Tablet,195mg,186ml,BN3170,2023-04-28,2025-11-13,12.37,23.57,0,26,-6,DIST_5,Distributor_DIST_5,Japan,Wholesale,2024-03-21,92,2168.44,Shipped,Paid,2024-03-26,2024-03-29,2024-03-31,Summer,1,0,50,68,49,55.666666666666664,167
SKU_96,Medicine_SKU_96,Antifungal,Syrup,346mg,131ml,BN4994,2023-03-20,2025-04-24,34.5,42.26,0,90,-105,DIST_41,Distributor_DIST_41,France,Hospital,2024-03-26,61,2577.8599999999997,Shipped,Partially Paid,2024-03-31,2024-04-03,2024-03-31,Summer,0,0,97,59,59,71.66666666666667,215
SKU_97,Medicine_SKU_97,Antibiotic,Capsule,83mg,390ml,BN2244,2023-02-07,2026-01-16,11.68,19.87,0,42,-155,DIST_25,Distributor_DIST_25,France,Retail,2024-03-26,185,3675.9500000000003,Delivered,Paid,2024-03-29,2024-04-06,2024-03-31,Summer,0,0,77,90,62,76.33333333333333,229
SKU_98,Medicine_SKU_98,Antibiotic,Injection,266mg,462ml,BN3770,2023-06-06,2024-08-04,20.85,37.64,0,27,-6,DIST_32,Distributor_DIST_32,UK,Wholesale,2024-03-30,106,3989.84,Canceled,Paid,2024-04-02,2024-04-05,2024-03-31,Summer,0,0,37,47,55,46.333333333333336,139
SKU_99,Medicine_SKU_99,Antifungal,Syrup,151mg,106ml,BN5604,2023-07-28,2026-02-21,41.5,71.51,0,94,-8,DIST_42,Distributor_DIST_42,USA,Hospital,2024-03-30,134,9582.34,Pending,Partially Paid,2024-04-01,2024-04-11,2024-03-31,Summer,0,0,18,37,17,24.0,72
SKU_100,Medicine_SKU_100,Antifungal,Capsule,70mg,328ml,BN6457,2022-12-21,2024-02-24,39.99,55.46,0,83,-130,DIST_26,Distributor_DIST_26,India,Pharmacy,2024-03-19,120,6655.2,Delivered,Unpaid,2024-03-24,2024-03-31,2024-03-31,Summer,0,0,60,68,61,63.0,189
SKU_101,Medicine_SKU_101,Antifungal,Injection,265mg,433ml,BN2013,2023-06-19,2025-07-22,21.96,42.48,0,20,-11,DIST_24,Distributor_DIST_24,Germany,Pharmacy,2024-03-25,132,5607.36,Canceled,Unpaid,2024-03-27,2024-04-03,2024-03-31,Summer,0,1,14,16,38,22.666666666666668,68
SKU_102,Medicine_SKU_102,Antifungal,Capsule,385mg,259ml,BN3924,2023-05-04,2026-04-11,6.58,12.6,0,47,194,DIST_31,Distributor_DIST_31,UK,Retail,2024-03-28,18,226.79999999999998,Shipped,Paid,2024-04-01,2024-04-03,2024-03-31,Summer,0,0,26,33,34,31.0,93
SKU_103,Medicine_SKU_103,Painkiller,Tablet,279mg,397ml,BN6138,2023-08-20,2025-09-08,21.29,32.24,0,83,150,DIST_31,Distributor_DIST_31,India,Pharmacy,2024-03-16,178,5738.72,Canceled,Partially Paid,2024-03-20,2024-03-30,2024-03-31,Summer,0,0,26,35,13,24.666666666666668,74
SKU_104,Medicine_SKU_104,Antiviral,Tablet,350mg,441ml,BN4789,2023-09-04,2025-08-09,31.76,38.67,0,64,-120,DIST_14,Distributor_DIST_14,USA,Retail,2024-03-13,18,696.0600000000001,Pending,Partially Paid,2024-03-14,2024-03-16,2024-03-31,Summer,0,0,92,15,98,68.33333333333333,205
SKU_105,Medicine_SKU_105,Painkiller,Tablet,66mg,438ml,BN5020,2023-07-31,2026-01-05,5.06,7.68,0,81,-17,DIST_24,Distributor_DIST_24,USA,Wholesale,2024-03-29,84,645.12,Shipped,Unpaid,2024-04-01,2024-04-08,2024-03-31,Summer,0,0,11,15,49,25.0,75
SKU_106,Medicine_SKU_106,Antibiotic,Syrup,183mg,414ml,BN5114,2023-05-21,2025-03-05,39.54,61.42,0,75,78,DIST_33,Distributor_DIST_33,Japan,Retail,2024-03-11,179,10994.18,Delivered,Paid,2024-03-13,2024-03-21,2024-03-31,Summer,0,0,58,17,23,32.666666666666664,98
SKU_107,Medicine_SKU_107,Painkiller,Tablet,146mg,331ml,BN7120,2023-01-26,2025-08-07,35.04,70.06,0,10,-102,DIST_5,Distributor_DIST_5,Germany,Wholesale,2024-03-30,69,4834.14,Delivered,Paid,2024-04-03,2024-04-11,2024-03-31,Summer,0,0,98,51,65,71.33333333333333,214
SKU_108,Medicine_SKU_108,Antifungal,Injection,134mg,206ml,BN9708,2023-04-23,2024-07-18,26.86,39.89,0,13,27,DIST_44,Distributor_DIST_44,France,Pharmacy,2024-03-13,113,4507.57,Canceled,Paid,2024-03-16,2024-03-23,2024-03-31,Summer,0,0,78,11,29,39.333333333333336,118
SKU_109,Medicine_SKU_109,Antifungal,Syrup,72mg,146ml,BN9723,2023-02-16,2025-07-12,46.21,89.81,0,83,-159,DIST_23,Distributor_DIST_23,India,Pharmacy,2024-03-15,46,4131.26,Shipped,Paid,2024-03-17,2024-03-25,2024-03-31,Summer,0,0,66,31,75,57.333333333333336,172
SKU_110,Medicine_SKU_110,Antibiotic,Capsule,337mg,160ml,BN4705,2023-02-23,2024-10-14,45.08,61.25,0,40,165,DIST_32,Distributor_DIST_32,Japan,Hospital,2024-03-11,185,11331.25,Canceled,Paid,2024-03-12,2024-03-17,2024-03-31,Summer,0,0,55,37,75,55.666666666666664,167
SKU_111,Medicine_SKU_111,Antibiotic,Capsule,365mg,471ml,BN6644,2023-04-22,2025-08-20,37.39,64.6,0,12,-76,DIST_35,Distributor_DIST_35,Germany,Wholesale,2024-03-30,112,7235.199999999999,Canceled,Unpaid,2024-04-03,2024-04-12,2024-03-31,Summer,0,0,96,55,83,78.0,234
SKU_112,Medicine_SKU_112,Antiviral,Syrup,82mg,130ml,BN9365,2023-08-19,2025-04-29,31.51,58.91,0,31,-115,DIST_10,Distributor_DIST_10,Germany,Pharmacy,2024-03-21,165,9720.15,Shipped,Partially Paid,2024-03-25,2024-03-28,2024-03-31,Summer,0,1,19,80,68,55.666666666666664,167
SKU_113,Medicine_SKU_113,Antibiotic,Capsule,417mg,393ml,BN8583,2023-01-27,2025-05-03,20.08,27.31,0,52,-129,DIST_23,Distributor_DIST_23,France,Retail,2024-03-16,195,5325.45,Pending,Paid,2024-03-17,2024-03-22,2024-03-31,Summer,0,0,85,19,10,38.0,114
SKU_114,Medicine_SKU_114,Painkiller,Tablet,425mg,250ml,BN8308,2023-04-16,2024-11-19,44.03,63.15,0,88,11,DIST_6,Distributor_DIST_6,France,Hospital,2024-03-29,191,12061.65,Delivered,Partially Paid,2024-04-01,2024-04-05,2024-03-31,Summer,0,0,91,56,37,61.333333333333336,184
SKU_115,Medicine_SKU_115,Antiviral,Injection,60mg,320ml,BN1395,2023-07-03,2025-12-09,19.59,24.91,0,62,111,DIST_4,Distributor_DIST_4,Germany,Retail,2024-03-23,17,423.47,Delivered,Partially Paid,2024-03-24,2024-04-03,2024-03-31,Summer,0,0,52,69,62,61.0,183
SKU_116,Medicine_SKU_116,Painkiller,Syrup,379mg,472ml,BN2322,2022-12-21,2025-06-12,17.86,29.43,0,50,-99,DIST_31,Distributor_DIST_31,France,Retail,2024-03-25,199,5856.57,Canceled,Paid,2024-03-26,2024-03-28,2024-03-31,Summer,0,0,42,58,58,52.666666666666664,158
SKU_117,Medicine_SKU_117,Antibiotic,Syrup,277mg,304ml,BN8253,2023-07-19,2026-05-07,5.27,8.7,0,53,-23,DIST_20,Distributor_DIST_20,Japan,Wholesale,2024-03-11,163,1418.1,Delivered,Paid,2024-03-15,2024-03-19,2024-03-31,Summer,0,0,39,81,36,52.0,156
SKU_118,Medicine_SKU_118,Antifungal,Tablet,329mg,416ml,BN1994,2023-04-27,2024-10-06,39.52,71.11,0,17,147,DIST_24,Distributor_DIST_24,India,Retail,2024-03-27,123,8746.53,Pending,Unpaid,2024-03-28,2024-03-31,2024-03-31,Summer,0,0,48,58,42,49.333333333333336,148
SKU_119,Medicine_SKU_119,Antibiotic,Tablet,181mg,311ml,BN1003,2023-08-19,2025-05-09,33.53,67.01,0,24,180,DIST_16,Distributor_DIST_16,India,Hospital,2024-03-21,29,1943.2900000000002,Canceled,Unpaid,2024-03-26,2024-03-29,2024-03-31,Summer,0,0,6,9,71,28.666666666666668,86
SKU_120,Medicine_SKU_120,Antibiotic,Syrup,481mg,483ml,BN1516,2023-08-30,2025-03-30,10.54,18.48,0,8,-73,DIST_44,Distributor_DIST_44,USA,Pharmacy,2024-03-28,142,2624.16,Shipped,Unpaid,2024-03-29,2024-04-08,2024-03-31,Summer,0,0,84,65,24,57.666666666666664,173
SKU_121,Medicine_SKU_121,Antiviral,Syrup,78mg,122ml,BN4772,2023-01-16,2025-12-17,48.11,73.79,0,83,-105,DIST_40,Distributor_DIST_40,France,Retail,2024-03-11,181,13355.990000000002,Pending,Unpaid,2024-03-15,2024-03-21,2024-03-31,Summer,0,0,94,9,22,41.666666666666664,125
SKU_122,Medicine_SKU_122,Painkiller,Syrup,265mg,287ml,BN4118,2023-06-10,2024-10-12,13.43,21.36,0,16,-37,DIST_15,Distributor_DIST_15,Japan,Retail,2024-03-29,185,3951.6,Canceled,Unpaid,2024-03-31,2024-04-09,2024-03-31,Summer,0,0,59,28,6,31.0,93
SKU_123,Medicine_SKU_123,Painkiller,Injection,326mg,352ml,BN8156,2023-01-13,2024-03-30,19.72,34.35,0,7,122,DIST_33,Distributor_DIST_33,USA,Wholesale,2024-03-23,22,755.7,Pending,Partially Paid,2024-03-24,2024-03-29,2024-03-31,Summer,0,0,88,29,82,66.33333333333333,199
SKU_124,Medicine_SKU_124,Painkiller,Tablet,112mg,338ml,BN8244,2022-11-29,2024-05-29,26.43,40.44,0,71,159,DIST_15,Distributor_DIST_15,USA,Pharmacy,2024-03-29,182,7360.08,Shipped,Unpaid,2024-04-01,2024-04-11,2024-03-31,Summer,0,0,45,16,31,30.666666666666668,92
SKU_125,Medicine_SKU_125,Painkiller,Capsule,292mg,235ml,BN1365,2023-06-24,2024-09-29,18.16,27.27,0,21,82,DIST_2,Distributor_DIST_2,France,Pharmacy,2024-03-22,170,4635.9,Canceled,Paid,2024-03-23,2024-03-29,2024-03-31,Summer,0,0,15,98,98,70.33333333333333,211
SKU_126,Medicine_SKU_126,Antibiotic,Injection,430mg,382ml,BN2064,2023-04-30,2025-12-08,23.76,33.83,0,27,201,DIST_29,Distributor_DIST_29,USA,Retail,2024-03-17,83,2807.89,Delivered,Unpaid,2024-03-21,2024-03-23,2024-03-31,Summer,0,0,29,22,73,41.333333333333336,124
SKU_127,Medicine_SKU_127,Antiviral,Syrup,473mg,349ml,BN3131,2023-06-12,2025-05-12,18.0,24.94,0,33,50,DIST_18,Distributor_DIST_18,UK,Retail,2024-03-28,79,1970.26,Pending,Partially Paid,2024-04-02,2024-04-12,2024-03-31,Summer,0,0,58,81,69,69.33333333333333,208
SKU_128,Medicine_SKU_128,Painkiller,Tablet,361mg,188ml,BN5647,2023-06-13,2025-11-23,31.32,43.12,0,8,-58,DIST_36,Distributor_DIST_36,Germany,Pharmacy,2024-03-26,157,6769.839999999999,Canceled,Partially Paid,2024-03-28,2024-04-03,2024-03-31,Summer,0,1,85,73,7,55.0,165
SKU_129,Medicine_SKU_129,Antifungal,Syrup,331mg,199ml,BN7134,2022-12-05,2025-03-09,34.89,49.79,0,20,-47,DIST_35,Distributor_DIST_35,USA,Hospital,2024-03-22,12,597.48,Delivered,Paid,2024-03-26,2024-03-31,2024-03-31,Summer,0,1,43,98,39,60.0,180
SKU_130,Medicine_SKU_130,Antibiotic,Tablet,301mg,210ml,BN5546,2023-05-15,2026-03-01,11.12,21.9,0,80,-91,DIST_13,Distributor_DIST_13,USA,Wholesale,2024-03-27,103,2255.7,Shipped,Partially Paid,2024-03-31,2024-04-08,2024-03-31,Summer,0,0,93,20,90,67.66666666666667,203
SKU_131,Medicine_SKU_131,Painkiller,Tablet,150mg,254ml,BN5038,2023-05-04,2024-10-24,25.18,36.86,0,63,1,DIST_19,Distributor_DIST_19,USA,Pharmacy,2024-03-13,76,2801.36,Canceled,Paid,2024-03-18,2024-03-21,2024-03-31,Summer,0,1,91,88,86,88.33333333333333,265
SKU_132,Medicine_SKU_132,Painkiller,Syrup,231mg,429ml,BN6273,2023-04-15,2024-11-15,6.0,8.38,0,89,-44,DIST_2,Distributor_DIST_2,India,Hospital,2024-03-30,178,1491.64,Pending,Unpaid,2024-04-02,2024-04-10,2024-03-31,Summer,0,0,34,68,69,57.0,171
SKU_133,Medicine_SKU_133,Antiviral,Capsule,404mg,427ml,BN8365,2023-07-26,2026-05-24,15.57,25.96,0,85,-28,DIST_4,Distributor_DIST_4,Germany,Pharmacy,2024-03-27,121,3141.1600000000003,Delivered,Paid,2024-03-31,2024-04-08,2024-03-31,Summer,0,0,5,61,74,46.666666666666664,140
SKU_134,Medicine_SKU_134,Antiviral,Capsule,376mg,197ml,BN6683,2023-05-08,2024-12-29,47.73,63.67,0,51,-15,DIST_41,Distributor_DIST_41,USA,Retail,2024-03-29,175,11142.25,Pending,Partially Paid,2024-04-01,2024-04-04,2024-03-31,Summer,0,0,69,42,77,62.666666666666664,188
SKU_135,Medicine_SKU_135,Painkiller,Syrup,98mg,284ml,BN8738,2023-04-20,2025-03-07,15.92,21.86,0,9,13,DIST_40,Distributor_DIST_40,UK,Wholesale,2024-03-15,56,1224.1599999999999,Shipped,Unpaid,2024-03-16,2024-03-26,2024-03-31,Summer,0,0,94,97,75,88.66666666666667,266
SKU_136,Medicine_SKU_136,Antiviral,Injection,475mg,301ml,BN4584,2023-08-21,2026-07-12,33.95,64.04,0,69,-96,DIST_38,Distributor_DIST_38,USA,Wholesale,2024-03-28,134,8581.36,Delivered,Unpaid,2024-03-29,2024-04-06,2024-03-31,Summer,0,1,76,11,26,37.666666666666664,113
SKU_137,Medicine_SKU_137,Antiviral,Injection,450mg,418ml,BN6762,2023-05-25,2025-05-31,27.8,47.23,0,81,-117,DIST_40,Distributor_DIST_40,France,Pharmacy,2024-03-18,170,8029.099999999999,Delivered,Unpaid,2024-03-20,2024-03-22,2024-03-31,Summer,0,0,32,82,9,41.0,123
