SKU,Stock In,Stock Out,Stock Balance,Days_Until_Expiry,Lead_Time,Season,Holiday,Promotion,Lag_1,Lag_2,Lag_3,Moving Average,Demand Forecast,Order_Day,Order_Month,Order_Weekday,Days_Since_Last_Order
24,107,65,42,9,8,1,0,0,24,14,69,35.666666666666664,107,20,1,5,-7.0
25,148,9,139,221,3,1,0,1,22,50,76,49.333333333333336,148,27,1,5,7.0
26,110,28,82,-267,9,1,0,1,6,74,30,36.666666666666664,110,11,1,3,-16.0
27,253,29,224,-232,5,1,0,0,82,78,93,84.33333333333333,253,28,1,6,17.0
28,150,16,134,172,9,1,0,1,31,52,67,50.0,150,23,1,1,-5.0
29,207,98,109,15,9,1,0,0,98,54,55,69.0,207,12,1,4,-11.0
30,259,22,237,-27,14,1,0,1,73,93,93,86.33333333333333,259,21,1,6,9.0
31,137,81,56,-420,9,1,0,0,69,41,27,45.666666666666664,137,19,1,4,-2.0
32,141,73,68,125,12,1,0,0,7,81,53,47.0,141,22,1,0,3.0
33,197,98,99,-196,15,1,0,0,39,69,89,65.66666666666667,197,16,1,1,-6.0
35,211,20,191,-137,10,1,0,0,90,53,68,70.33333333333333,211,25,1,3,9.0
36,186,88,98,57,6,1,0,0,86,67,33,62.0,186,24,1,2,-1.0
37,119,68,51,-48,13,1,0,0,69,45,5,39.666666666666664,119,24,1,2,0.0
38,155,61,94,-458,7,1,0,0,74,10,71,51.666666666666664,155,28,1,6,4.0
39,161,42,119,157,13,1,0,0,77,17,67,53.666666666666664,161,30,1,1,2.0
40,183,97,86,-175,12,1,0,1,75,69,39,61.0,183,12,1,4,-18.0
41,121,11,110,160,15,1,0,0,26,39,56,40.333333333333336,121,18,1,3,6.0
42,4,82,0,268,11,1,0,0,9,84,8,33.666666666666664,101,20,1,5,2.0
43,239,94,145,-74,8,1,0,0,95,95,49,79.66666666666667,239,12,1,4,-8.0
44,155,93,62,-401,11,1,0,1,73,62,20,51.666666666666664,155,24,1,2,12.0
46,149,82,67,-359,4,1,0,0,25,36,88,49.666666666666664,149,13,1,5,-11.0
47,32,98,0,-41,13,1,0,0,29,48,16,31.0,93,23,1,1,10.0
48,175,80,95,-463,6,1,0,0,90,48,37,58.333333333333336,175,27,1,5,4.0
49,115,58,57,68,7,1,0,0,16,55,44,38.333333333333336,115,29,1,0,2.0
50,99,62,37,127,9,1,0,0,24,5,70,33.0,99,24,1,2,-5.0
51,135,63,72,257,11,1,0,0,46,56,33,45.0,135,15,1,0,-9.0
52,269,90,179,-288,6,1,1,0,85,84,100,89.66666666666667,269,26,1,4,11.0
53,24,42,0,47,12,1,0,0,7,22,12,13.666666666666666,41,28,1,6,2.0
54,74,87,0,-164,11,1,1,1,18,30,26,24.666666666666668,74,19,1,4,-9.0
55,158,15,143,-350,8,1,0,0,62,55,41,52.666666666666664,158,12,1,4,-7.0
57,164,61,103,278,10,1,0,0,74,49,41,54.666666666666664,164,11,1,3,-1.0
0,0,84,0,181,5,1,0,0,52,80,88,73.33333333333333,220,21,2,2,41.0
62,0,65,0,230,10,1,0,0,21,42,20,27.666666666666668,83,22,2,3,1.0
73,0,20,0,-12,6,1,0,0,97,12,13,40.666666666666664,122,15,2,3,-7.0
84,0,29,0,300,3,1,0,0,58,65,100,74.33333333333333,223,9,2,4,-6.0
95,0,15,0,249,4,1,0,0,48,92,51,63.666666666666664,191,28,2,2,19.0
106,0,35,0,56,11,1,0,0,23,100,25,49.333333333333336,148,13,2,1,-15.0
117,0,83,0,-486,5,1,0,0,44,73,33,50.0,150,13,2,1,0.0
128,0,47,0,67,10,1,0,1,36,65,69,56.666666666666664,170,9,2,4,-4.0
139,89,96,0,-227,9,1,0,0,20,29,93,47.333333333333336,142,13,2,1,4.0
1,0,49,0,-285,7,1,0,0,40,91,86,72.33333333333333,217,22,2,3,9.0
12,72,81,0,3,5,1,0,0,6,95,43,48.0,144,11,2,6,-11.0
23,0,13,0,-188,7,1,1,0,90,72,13,58.333333333333336,175,16,2,4,5.0
34,5,83,0,299,5,1,0,0,96,67,54,72.33333333333333,217,19,2,0,3.0
45,0,44,0,-266,6,1,1,0,76,72,12,53.333333333333336,160,22,2,3,3.0
56,0,67,0,-277,11,1,0,1,25,99,64,62.666666666666664,188,16,2,4,-6.0
58,0,42,0,-54,13,1,0,0,32,14,92,46.0,138,19,2,0,3.0
59,69,85,0,279,9,1,0,1,8,22,15,15.0,45,14,2,2,-5.0
60,0,5,0,-21,10,1,0,0,37,40,50,42.333333333333336,127,16,2,4,2.0
61,65,69,0,-353,9,1,0,0,17,21,46,28.0,84,17,2,5,1.0
63,0,63,0,-32,11,1,0,0,43,89,79,70.33333333333333,211,22,2,3,5.0
64,0,36,0,252,12,1,1,0,43,68,75,62.0,186,18,2,6,-4.0
65,0,45,0,-217,13,1,0,0,12,48,15,25.0,75,21,2,2,3.0
66,12,11,1,481,4,1,0,1,70,97,30,65.66666666666667,197,22,2,3,1.0
67,0,58,0,420,9,1,1,0,94,5,8,35.666666666666664,107,19,2,0,-3.0
68,95,73,22,-303,9,1,1,0,55,82,67,68.0,204,14,2,2,-5.0
69,0,95,0,-240,4,1,0,0,42,41,39,40.666666666666664,122,15,2,3,1.0
70,0,86,0,322,7,1,0,0,81,39,56,58.666666666666664,176,24,2,5,9.0
71,0,92,0,113,4,1,0,0,16,79,55,50.0,150,21,2,2,-3.0
72,0,7,0,162,4,1,0,0,17,45,95,52.333333333333336,157,13,2,1,-8.0
74,0,68,0,-281,6,1,1,0,26,97,59,60.666666666666664,182,11,2,6,-2.0
75,18,70,0,14,8,1,0,1,50,91,98,79.66666666666667,239,23,2,4,12.0
76,25,21,4,40,10,1,0,1,82,73,7,54.0,162,15,2,3,-8.0
77,0,53,0,112,5,1,0,0,69,28,86,61.0,183,22,2,3,7.0
78,0,16,0,209,14,1,0,0,68,40,74,60.666666666666664,182,16,2,4,-6.0
79,0,31,0,-330,15,1,0,0,62,92,99,84.33333333333333,253,20,2,1,4.0
80,25,50,0,-4,11,1,0,0,20,77,7,34.666666666666664,104,27,2,1,7.0
81,19,89,0,-22,9,1,0,1,74,93,22,63.0,189,14,2,2,-13.0
82,0,32,0,390,14,1,0,0,78,85,73,78.66666666666667,236,16,2,4,2.0
83,0,94,0,318,13,1,0,0,26,78,73,59.0,177,10,2,5,-6.0
85,0,8,0,172,12,1,0,1,93,20,65,59.333333333333336,178,24,2,5,14.0
86,0,81,0,-98,12,1,0,0,69,88,95,84.0,252,10,2,5,-14.0
87,0,48,0,308,11,1,0,0,99,55,22,58.666666666666664,176,26,2,0,16.0
88,0,34,0,-403,8,1,0,0,60,100,95,85.0,255,9,2,4,-17.0
89,0,15,0,281,11,1,0,0,19,11,29,19.666666666666668,59,12,2,0,3.0
90,0,6,0,151,9,1,0,0,87,36,100,74.33333333333333,223,12,2,0,0.0
91,0,45,0,-238,7,1,0,0,69,45,23,45.666666666666664,137,26,2,0,14.0
92,0,81,0,28,9,1,0,0,40,42,77,53.0,159,10,2,5,-16.0
93,0,6,0,292,6,1,0,1,32,79,42,51.0,153,24,2,5,14.0
94,0,71,0,64,4,1,0,0,97,19,13,43.0,129,16,2,4,-8.0
96,52,31,21,308,13,1,0,0,66,28,80,58.0,174,23,2,4,7.0
97,72,31,41,-417,6,1,1,1,95,61,45,67.0,201,20,2,1,-3.0
98,0,59,0,-287,13,1,0,1,75,40,18,44.333333333333336,133,10,2,5,-10.0
99,0,26,0,-169,10,1,0,0,88,78,9,58.333333333333336,175,9,2,4,-1.0
100,106,70,36,-375,4,1,0,0,63,82,41,62.0,186,11,2,6,2.0
101,53,48,5,223,7,1,0,0,44,63,52,53.0,159,17,2,5,6.0
102,0,28,0,-50,7,1,0,0,50,65,18,44.333333333333336,133,10,2,5,-7.0
103,0,19,0,160,9,1,0,0,92,68,98,86.0,258,22,2,3,12.0
104,0,15,0,-177,9,1,0,0,33,34,96,54.333333333333336,163,28,2,2,6.0
105,0,55,0,243,8,1,0,0,44,39,14,32.333333333333336,97,24,2,5,-4.0
107,0,23,0,241,7,1,1,0,47,36,21,34.666666666666664,104,9,2,4,-15.0
108,0,37,0,-471,6,1,0,0,59,96,100,85.0,255,17,2,5,8.0
109,0,96,0,-213,10,1,0,0,13,39,25,25.666666666666668,77,21,2,2,4.0
110,0,59,0,-318,12,1,0,0,57,5,89,50.333333333333336,151,16,2,4,-5.0
111,44,27,17,319,10,1,0,0,98,55,52,68.33333333333333,205,18,2,6,2.0
112,0,13,0,154,12,1,0,0,70,19,13,34.0,102,21,2,2,3.0
113,55,51,4,418,4,1,0,1,43,22,33,32.666666666666664,98,11,2,6,-10.0
114,0,73,0,-35,3,1,0,0,96,87,16,66.33333333333333,199,27,2,1,16.0
115,88,52,36,101,9,1,0,1,84,36,5,41.666666666666664,125,19,2,0,-8.0
116,11,5,6,-162,7,1,0,0,39,56,81,58.666666666666664,176,26,2,0,7.0
118,0,80,0,79,8,1,1,0,87,61,54,67.33333333333333,202,9,2,4,-17.0
119,0,23,0,-294,13,1,0,0,23,10,55,29.333333333333332,88,16,2,4,7.0
120,0,82,0,-129,9,1,0,0,65,57,30,50.666666666666664,152,26,2,0,10.0
121,0,70,0,-90,12,1,0,0,8,28,45,27.0,81,28,2,2,2.0
122,0,39,0,56,11,1,0,0,58,79,77,71.33333333333333,214,11,2,6,-17.0
123,79,93,0,213,10,1,0,0,34,33,14,27.0,81,12,2,0,1.0
124,0,66,0,-243,9,1,0,0,56,45,6,35.666666666666664,107,18,2,6,6.0
125,0,6,0,-205,13,1,0,0,22,71,57,50.0,150,9,2,4,-9.0
126,0,75,0,177,7,1,0,0,46,82,22,50.0,150,26,2,0,17.0
127,0,49,0,229,13,1,0,1,9,28,85,40.666666666666664,122,14,2,2,-12.0
129,0,19,0,212,14,1,0,0,69,5,64,46.0,138,22,2,3,8.0
130,0,14,0,-145,9,1,0,0,67,79,67,71.0,213,19,2,0,-3.0
131,69,44,25,-473,11,1,1,1,76,36,53,55.0,165,11,2,6,-8.0
132,0,76,0,105,9,1,0,1,52,73,100,75.0,225,10,2,5,-1.0
133,85,43,42,47,12,1,0,0,81,54,14,49.666666666666664,149,25,2,6,15.0
134,0,91,0,-195,8,1,0,1,44,77,52,57.666666666666664,173,17,2,5,-8.0
135,0,7,0,223,12,1,1,0,11,13,62,28.666666666666668,86,26,2,0,9.0
136,0,47,0,-158,14,1,0,0,19,6,40,21.666666666666668,65,27,2,1,1.0
137,113,69,44,106,6,1,0,0,74,78,16,56.0,168,21,2,2,-6.0
138,0,46,0,-351,10,1,0,0,7,45,78,43.333333333333336,130,18,2,6,-3.0
140,23,97,0,-167,12,1,0,0,28,73,52,51.0,153,16,2,4,-2.0
141,0,26,0,-145,14,1,0,0,33,76,85,64.66666666666667,194,24,2,5,8.0
142,16,83,0,-287,11,1,1,0,32,63,37,44.0,132,14,2,2,-10.0
143,34,26,8,-183,9,1,0,0,32,22,17,23.666666666666668,71,26,2,0,12.0
144,90,93,0,-288,9,1,1,0,72,50,25,49.0,147,10,2,5,-16.0
145,0,50,0,-428,12,1,0,1,68,49,38,51.666666666666664,155,23,2,4,13.0
146,15,97,0,-18,11,1,0,1,59,59,26,48.0,144,26,2,0,3.0
147,113,77,36,-213,12,1,0,0,90,62,65,72.33333333333333,217,21,2,2,-5.0
148,0,37,0,-298,13,1,0,0,47,55,49,50.333333333333336,151,11,2,6,-10.0
149,0,18,0,-365,4,1,0,0,37,17,13,22.333333333333332,67,25,2,6,14.0
2,47,60,0,-469,10,1,1,0,68,61,78,69.0,207,17,2,5,-8.0
3,0,14,0,-426,9,1,0,0,16,38,8,20.666666666666668,62,18,2,6,1.0
4,0,26,0,-221,8,1,0,0,33,34,71,46.0,138,28,2,2,10.0
5,0,26,0,31,10,1,0,0,35,13,21,23.0,69,18,2,6,-10.0
6,56,92,0,-169,4,1,0,0,15,98,68,60.333333333333336,181,25,2,6,7.0
7,0,11,0,-33,13,1,0,0,15,49,83,49.0,147,25,2,6,0.0
8,0,58,0,-166,15,1,0,0,17,23,20,20.0,60,19,2,0,-6.0
9,92,98,0,-123,10,1,0,0,51,65,20,45.333333333333336,136,23,2,4,4.0
10,0,78,0,-238,4,1,0,0,11,29,86,42.0,126,27,2,1,4.0
11,76,66,10,172,7,1,0,1,31,75,82,62.666666666666664,188,22,2,3,-5.0
13,0,55,0,-216,7,1,0,0,37,75,91,67.66666666666667,203,24,2,5,2.0
14,64,96,0,-59,6,1,0,0,55,83,66,68.0,204,17,2,5,-7.0
15,84,19,65,246,9,1,0,0,80,68,51,66.33333333333333,199,15,2,3,-2.0
16,77,85,0,-200,15,1,0,1,19,10,18,15.666666666666666,47,15,2,3,0.0
17,0,91,0,65,9,1,0,0,56,37,8,33.666666666666664,101,21,2,2,6.0
18,0,52,0,3,8,1,0,0,69,62,80,70.33333333333333,211,12,2,0,-9.0
19,49,42,7,-323,8,1,0,0,58,58,95,70.33333333333333,211,12,2,0,0.0
20,0,39,0,-119,6,1,0,0,81,36,83,66.66666666666667,200,14,2,2,2.0
21,0,48,0,288,4,1,0,0,58,42,83,61.0,183,21,2,2,7.0
22,0,6,0,-443,7,1,0,1,9,71,48,42.666666666666664,128,19,2,0,-2.0
24,65,84,0,262,9,1,0,1,65,24,14,34.333333333333336,103,23,2,4,4.0
25,22,94,0,-224,14,1,0,1,9,22,50,27.0,81,18,2,6,-5.0
26,21,59,0,-269,7,1,0,0,28,6,74,36.0,108,15,2,3,-3.0
27,0,88,0,183,13,1,1,1,29,82,78,63.0,189,10,2,5,-5.0
28,0,45,0,261,5,1,0,0,16,31,52,33.0,99,17,2,5,7.0
29,0,15,0,-227,5,1,0,0,98,98,54,83.33333333333333,250,21,2,2,4.0
30,0,29,0,103,12,1,1,0,22,73,93,62.666666666666664,188,11,2,6,-10.0
31,0,58,0,288,6,1,0,1,81,69,41,63.666666666666664,191,15,2,3,4.0
32,50,85,0,293,13,1,0,0,73,7,81,53.666666666666664,161,25,2,6,10.0
33,27,43,0,292,11,1,0,0,98,39,69,68.66666666666667,206,22,2,3,-3.0
35,11,93,0,-308,8,1,0,0,20,90,53,54.333333333333336,163,15,2,3,-7.0
36,0,91,0,-214,9,1,0,0,88,86,67,80.33333333333333,241,25,2,6,10.0
37,0,34,0,113,6,1,1,0,68,69,45,60.666666666666664,182,19,2,0,-6.0
38,0,5,0,-278,11,1,0,1,61,74,10,48.333333333333336,145,20,2,1,1.0
39,0,69,0,166,7,1,1,0,42,77,17,45.333333333333336,136,14,2,2,-6.0
40,0,94,0,-49,12,1,0,0,97,75,69,80.33333333333333,241,16,2,4,2.0
41,27,76,0,-173,11,1,0,0,11,26,39,25.333333333333332,76,13,2,1,-3.0
42,36,32,4,-213,12,1,1,0,82,9,84,58.333333333333336,175,11,2,6,-2.0
43,0,50,0,140,13,1,0,0,94,95,95,94.66666666666669,284,13,2,1,2.0
44,53,77,0,3,9,1,0,0,93,73,62,76.0,228,10,2,5,-3.0
46,0,10,0,-179,11,1,0,0,82,25,36,47.666666666666664,143,11,2,6,1.0
47,84,52,32,450,4,1,1,0,98,29,48,58.333333333333336,175,19,2,0,8.0
48,0,47,0,-181,5,1,0,1,80,90,48,72.66666666666667,218,23,2,4,4.0
49,0,54,0,-209,13,1,0,0,58,16,55,43.0,129,12,2,0,-11.0
50,0,24,0,-205,12,1,0,0,62,24,5,30.333333333333332,91,16,2,4,4.0
51,0,52,0,83,5,1,0,0,63,46,56,55.0,165,21,2,2,5.0
52,0,72,0,266,10,1,0,0,90,85,84,86.33333333333333,259,23,2,4,2.0
53,97,73,24,374,13,1,0,0,42,7,22,23.666666666666668,71,23,2,4,0.0
54,0,70,0,-240,7,1,0,1,87,18,30,45.0,135,9,2,4,-14.0
55,45,63,0,-227,6,1,0,0,15,62,55,44.0,132,23,2,4,14.0
57,0,32,0,-149,12,1,0,1,61,74,49,61.333333333333336,184,10,2,5,-13.0
0,44,94,0,188,11,1,0,0,84,52,80,72.0,216,27,3,2,46.0
62,0,15,0,-118,6,1,1,1,65,21,42,42.666666666666664,128,25,3,0,-2.0
73,0,12,0,-352,11,1,0,0,20,97,12,43.0,129,12,3,1,-13.0
84,0,69,0,203,7,1,0,0,29,58,65,50.666666666666664,152,21,3,3,9.0
95,80,95,0,204,8,1,0,1,15,48,92,51.666666666666664,155,26,3,1,5.0
106,21,62,0,421,6,1,0,0,35,23,100,52.666666666666664,158,30,3,5,4.0
117,0,48,0,-20,10,1,0,1,83,44,73,66.66666666666667,200,17,3,6,-13.0
128,0,39,0,-225,11,1,0,0,47,36,65,49.333333333333336,148,21,3,3,4.0
139,136,47,89,149,6,1,0,0,96,20,29,48.333333333333336,145,12,3,1,-9.0
1,38,45,0,187,8,1,0,0,49,40,91,60.0,180,28,3,3,16.0
12,112,40,72,51,6,1,0,1,81,6,95,60.666666666666664,182,26,3,1,-2.0
23,0,68,0,-155,10,1,0,1,13,90,72,58.333333333333336,175,30,3,5,4.0
34,63,58,5,317,13,1,0,0,83,96,67,82.0,246,29,3,4,-1.0
45,44,95,0,-290,4,1,0,0,44,76,72,64.0,192,20,3,2,-9.0
56,0,49,0,-249,13,1,0,0,67,25,99,63.666666666666664,191,16,3,5,-4.0
58,0,43,0,26,7,1,0,0,42,32,14,29.333333333333332,88,30,3,5,14.0
59,132,63,69,82,10,1,0,0,85,8,22,38.333333333333336,115,15,3,4,-15.0
60,0,33,0,333,11,1,0,0,5,37,40,27.333333333333332,82,11,3,0,-4.0
61,131,66,65,313,5,1,1,0,69,17,21,35.666666666666664,107,28,3,3,17.0
63,0,35,0,136,11,1,0,1,63,43,89,65.0,195,28,3,3,0.0
64,19,48,0,367,12,1,0,0,36,43,68,49.0,147,28,3,3,0.0
65,0,72,0,-179,8,1,0,1,45,12,48,35.0,105,23,3,5,-5.0
66,79,67,12,-148,7,1,0,0,11,70,97,59.333333333333336,178,12,3,1,-11.0
67,8,45,0,141,13,1,1,0,58,94,5,52.333333333333336,157,27,3,2,15.0
68,171,76,95,187,9,1,0,0,73,55,82,70.0,210,27,3,2,0.0
69,0,62,0,156,10,1,0,0,95,42,41,59.333333333333336,178,27,3,2,0.0
70,0,12,0,-335,7,1,0,1,86,81,39,68.66666666666667,206,22,3,4,-5.0
71,45,45,0,92,7,1,0,0,92,16,79,62.333333333333336,187,21,3,3,-1.0
72,0,17,0,-212,13,1,0,0,7,17,45,23.0,69,28,3,3,7.0
74,0,66,0,325,9,1,0,0,68,26,97,63.666666666666664,191,29,3,4,1.0
75,101,83,18,-175,6,1,0,0,70,50,91,70.33333333333333,211,29,3,4,0.0
76,92,67,25,-200,13,1,0,0,21,82,73,58.666666666666664,176,23,3,5,-6.0
77,14,69,0,60,10,1,0,0,53,69,28,50.0,150,28,3,3,5.0
78,0,30,0,149,12,1,0,0,16,68,40,41.333333333333336,124,21,3,3,-7.0
79,7,64,0,-326,13,1,1,1,31,62,92,61.666666666666664,185,21,3,3,0.0
80,58,33,25,-264,7,1,0,1,50,20,77,49.0,147,16,3,5,-5.0
81,36,17,19,-182,6,1,0,0,89,74,93,85.33333333333333,256,30,3,5,14.0
82,0,25,0,69,8,1,0,0,32,78,85,65.0,195,24,3,6,-6.0
83,0,27,0,-21,10,1,0,0,94,26,78,66.0,198,16,3,5,-8.0
85,41,90,0,243,8,1,0,1,8,93,20,40.333333333333336,121,13,3,2,-3.0
86,0,43,0,154,13,1,0,1,81,69,88,79.33333333333333,238,28,3,3,15.0
87,41,68,0,-353,10,1,0,1,48,99,55,67.33333333333333,202,29,3,4,1.0
88,0,68,0,456,11,1,0,0,34,60,100,64.66666666666667,194,19,3,1,-10.0
89,0,46,0,82,14,1,0,0,15,19,11,15.0,45,21,3,3,2.0
90,0,89,0,-397,5,1,0,0,6,87,36,43.0,129,20,3,2,-1.0
91,0,16,0,67,7,1,0,0,45,69,45,53.0,159,26,3,1,6.0
92,0,32,0,-51,8,1,0,1,81,40,42,54.333333333333336,163,21,3,3,-5.0
93,0,69,0,2,4,1,0,1,6,32,79,39.0,117,30,3,5,9.0
94,7,10,0,317,10,1,0,0,71,97,19,62.333333333333336,187,24,3,6,-6.0
96,139,87,52,342,11,1,0,0,31,66,28,41.666666666666664,125,17,3,6,-7.0
97,108,36,72,-254,9,1,0,0,31,95,61,62.333333333333336,187,16,3,5,-1.0
98,6,31,0,-247,7,1,0,0,59,75,40,58.0,174,16,3,5,0.0
99,0,46,0,-49,11,1,0,0,26,88,78,64.0,192,25,3,0,9.0
100,140,34,106,-308,4,1,0,0,70,63,82,71.66666666666667,215,26,3,1,1.0
101,81,28,53,-48,6,1,0,0,48,44,63,51.666666666666664,155,21,3,3,-5.0
102,0,83,0,16,9,1,0,0,28,50,65,47.666666666666664,143,24,3,6,3.0
103,0,89,0,-224,12,1,0,0,19,92,68,59.666666666666664,179,30,3,5,6.0
104,0,56,0,-89,9,1,0,0,15,33,34,27.333333333333332,82,18,3,0,-12.0
105,0,48,0,-352,7,1,0,0,55,44,39,46.0,138,12,3,1,-6.0
107,0,7,0,-203,8,1,0,0,23,47,36,35.333333333333336,106,14,3,3,2.0
108,0,46,0,209,9,1,0,1,37,59,96,64.0,192,20,3,2,6.0
109,4,15,0,-241,7,1,1,0,96,13,39,49.333333333333336,148,18,3,0,-2.0
110,0,93,0,137,10,1,0,1,59,57,5,40.333333333333336,121,14,3,3,-4.0
111,122,78,44,354,10,1,1,0,27,98,55,60.0,180,26,3,1,12.0
112,66,91,0,-183,9,1,0,0,13,70,19,34.0,102,28,3,3,2.0
113,121,66,55,120,15,1,0,0,51,43,22,38.666666666666664,116,14,3,3,-14.0
114,23,85,0,-358,7,1,1,0,73,96,87,85.33333333333333,256,18,3,0,4.0
115,158,70,88,-255,5,1,0,0,52,84,36,57.333333333333336,172,25,3,0,7.0
116,84,73,11,157,10,1,0,0,5,39,56,33.333333333333336,100,11,3,0,-14.0
118,0,11,0,254,15,1,0,1,80,87,61,76.0,228,13,3,2,2.0
119,41,55,0,380,7,1,0,0,23,23,10,18.666666666666668,56,27,3,2,14.0
120,0,64,0,-169,13,1,0,0,82,65,57,68.0,204,25,3,0,-2.0
121,21,75,0,-190,9,1,0,0,70,8,28,35.333333333333336,106,17,3,6,-8.0
122,0,28,0,410,11,1,1,0,39,58,79,58.666666666666664,176,24,3,6,7.0
123,175,96,79,167,7,1,0,0,93,34,33,53.333333333333336,160,14,3,3,-10.0
124,45,64,0,-152,11,1,0,0,66,56,45,55.666666666666664,167,29,3,4,15.0
125,0,57,0,-357,10,1,0,0,6,22,71,33.0,99,12,3,1,-17.0
126,66,89,0,-206,9,1,0,1,75,46,82,67.66666666666667,203,15,3,4,3.0
127,0,36,0,-63,9,1,0,0,49,9,28,28.666666666666668,86,21,3,3,6.0
129,12,59,0,315,12,1,0,0,19,69,5,31.0,93,12,3,1,-9.0
130,0,83,0,93,10,1,0,0,14,67,79,53.333333333333336,160,12,3,1,0.0
131,146,77,69,-339,6,1,0,0,44,76,36,52.0,156,30,3,5,18.0
132,0,36,0,184,11,1,0,0,76,52,73,67.0,201,24,3,6,-6.0
133,167,82,85,155,8,1,0,0,43,81,54,59.333333333333336,178,15,3,4,-9.0
134,62,86,0,-34,5,1,0,0,91,44,77,70.66666666666667,212,19,3,1,4.0
135,0,62,0,273,9,1,0,0,7,11,13,10.333333333333334,31,12,3,1,-7.0
136,0,65,0,319,10,1,0,1,47,19,6,24.0,72,14,3,3,2.0
137,135,22,113,-13,9,1,0,0,69,74,78,73.66666666666667,221,23,3,5,9.0
138,0,12,0,22,13,1,0,0,46,7,45,32.666666666666664,98,30,3,5,7.0
140,46,23,23,-238,12,1,0,0,97,28,73,66.0,198,13,3,2,-17.0
141,24,25,0,205,15,1,0,0,26,33,76,45.0,135,30,3,5,17.0
142,84,68,16,287,7,1,0,0,83,32,63,59.333333333333336,178,27,3,2,-3.0
143,74,40,34,-15,6,1,0,1,26,32,22,26.666666666666668,80,15,3,4,-12.0
144,126,36,90,-108,11,1,0,0,93,72,50,71.66666666666667,215,18,3,0,3.0
145,6,26,0,232,8,1,1,0,50,68,49,55.666666666666664,167,21,3,3,3.0
146,105,90,15,29,8,1,0,0,97,59,59,71.66666666666667,215,26,3,1,5.0
147,155,42,113,296,11,1,0,0,77,90,62,76.33333333333333,229,26,3,1,0.0
148,6,27,0,-234,6,1,0,0,37,47,55,46.333333333333336,139,30,3,5,4.0
149,8,94,0,332,12,1,0,0,18,37,17,24.0,72,30,3,5,0.0
2,130,83,47,-396,12,1,0,0,60,68,61,63.0,189,19,3,1,-11.0
3,11,20,0,118,9,1,0,1,14,16,38,22.666666666666668,68,25,3,0,6.0
4,0,47,0,381,6,1,0,0,26,33,34,31.0,93,28,3,3,3.0
5,0,83,0,166,14,1,0,0,26,35,13,24.666666666666668,74,16,3,5,-12.0
6,120,64,56,136,3,1,0,0,92,15,98,68.33333333333333,205,13,3,2,-3.0
7,17,81,0,285,10,1,0,0,11,15,49,25.0,75,29,3,4,16.0
8,0,75,0,-21,10,1,0,0,58,17,23,32.666666666666664,98,11,3,0,-18.0
9,102,10,92,134,12,1,0,0,98,51,65,71.33333333333333,214,30,3,5,19.0
10,0,13,0,-251,10,1,0,0,78,11,29,39.333333333333336,118,13,3,2,-17.0
11,159,83,76,108,10,1,0,0,66,31,75,57.333333333333336,172,15,3,4,2.0
13,0,40,0,-163,6,1,0,0,55,37,75,55.666666666666664,167,11,3,0,-4.0
14,76,12,64,147,13,1,0,0,96,55,83,78.0,234,30,3,5,19.0
15,115,31,84,34,7,1,0,1,19,80,68,55.666666666666664,167,21,3,3,-9.0
16,129,52,77,38,6,1,0,0,85,19,10,38.0,114,16,3,5,-5.0
17,0,88,0,-127,7,1,0,0,91,56,37,61.333333333333336,184,29,3,4,13.0
18,0,62,0,258,11,1,0,0,52,69,62,61.0,183,23,3,5,-6.0
19,99,50,49,78,3,1,0,0,42,58,58,52.666666666666664,158,25,3,0,2.0
20,23,53,0,407,8,1,0,0,39,81,36,52.0,156,11,3,0,-14.0
21,0,17,0,-171,4,1,0,0,48,58,42,49.333333333333336,148,27,3,2,16.0
22,0,24,0,44,8,1,0,0,6,9,71,28.666666666666668,86,21,3,3,-6.0
24,73,8,65,4,11,1,0,0,84,65,24,57.666666666666664,173,28,3,3,7.0
25,105,83,22,266,10,1,0,0,94,9,22,41.666666666666664,125,11,3,0,-17.0
26,37,16,21,-165,11,1,0,0,59,28,6,31.0,93,29,3,4,18.0
27,0,7,0,-361,6,1,0,0,88,29,82,66.33333333333333,199,23,3,5,-6.0
28,0,71,0,-301,13,1,0,0,45,16,31,30.666666666666668,92,29,3,4,6.0
29,0,21,0,-178,7,1,0,0,15,98,98,70.33333333333333,211,22,3,4,-7.0
30,0,27,0,257,6,1,0,0,29,22,73,41.333333333333336,124,17,3,6,-5.0
31,0,33,0,47,15,1,0,0,58,81,69,69.33333333333333,208,28,3,3,11.0
32,58,8,50,242,8,1,0,1,85,73,7,55.0,165,26,3,1,-2.0
33,47,20,27,-17,9,1,0,1,43,98,39,60.0,180,22,3,4,-4.0
35,91,80,11,340,12,1,0,0,93,20,90,67.66666666666667,203,27,3,2,5.0
36,0,63,0,-153,8,1,0,1,91,88,86,88.33333333333333,265,13,3,2,-14.0
37,44,89,0,-131,11,1,0,0,34,68,69,57.0,171,30,3,5,17.0
38,28,85,0,424,12,1,0,0,5,61,74,46.666666666666664,140,27,3,2,-3.0
39,15,51,0,-87,6,1,0,0,69,42,77,62.666666666666664,188,29,3,4,2.0
40,0,9,0,-19,11,1,0,0,94,97,75,88.66666666666667,266,15,3,4,-14.0
41,96,69,27,473,9,1,0,1,76,11,26,37.666666666666664,113,28,3,3,13.0
42,117,81,36,66,4,1,0,0,32,82,9,41.0,123,18,3,0,-10.0
